"Married","Dependents","Education","Self_Employed","ApplicantIncome","CoapplicantIncome","LoanAmount","Loan_Amount_Term","Credit_History","property_Area","Loan_Status"
1,"0",1,1,2083,4083,160000,360,1,2,1
0,"0",1,1,3333,3916,212000,360,1,1,1
1,"3",1,0,7740,0,128000,180,1,3,1
0,"1",1,0,24797,0,240000,360,1,2,1
1,"0",1,0,3015,2188,153000,360,1,1,1
0,"1",0,0,5191,0,132000,360,1,2,1
0,"0",1,0,6000,0,140000,360,1,1,1
1,"0",1,0,16692,0,110000,360,1,2,1
1,"2",0,0,210,2917,98000,360,1,2,1
1,"1",1,1,3450,2079,162000,360,1,2,1
1,"3",1,0,4691,0,1e+05,360,1,2,1
0,"0",1,1,2500,0,93000,360,1,3,1
1,"3",1,0,2773,1497,108000,360,1,2,1
0,"2",1,0,5532,4648,162000,360,1,1,1
1,"2",1,1,16525,1014,150000,360,1,1,1
1,"2",1,0,6700,1750,230000,300,1,2,1
1,"1",1,1,16667,2250,86000,360,1,2,1
0,"0",0,0,4350,0,154000,360,1,1,1
1,"3",0,0,3095,0,113000,360,1,1,1
1,"0",1,0,2083,3150,128000,360,1,2,1
1,"0",1,0,10833,0,234000,360,1,2,1
1,"0",1,0,6500,0,144000,360,1,3,1
1,"2",1,0,8333,0,246000,360,1,2,1
1,"1",0,0,1958,2436,131000,360,1,1,1
0,"0",1,0,5769,0,110000,180,1,2,1
0,"0",1,0,29167,0,185000,360,1,2,1
0,"0",1,0,2166,2057,122000,360,1,2,1
1,"2",1,1,4583,2083,160000,360,1,2,1
0,"0",0,0,2699,2785,96000,360,1,2,1
1,"0",1,0,5000,0,126000,360,1,1,1
1,"1",0,0,5333,1131,186000,360,1,3,1
0,"0",1,0,5530,0,135000,360,1,3,1
0,"0",0,0,9000,0,122000,360,1,1,1
1,"2",1,0,10000,11666,460000,360,1,3,1
0,"0",0,0,3691,0,110000,360,1,1,1
1,"1",1,0,8750,0,297000,360,1,3,1
1,"0",0,0,2157,2730,140000,360,1,1,1
0,"0",0,1,17263,0,225000,360,1,2,1
0,"0",1,0,1972,4347,106000,360,1,1,1
1,"1",1,0,3326,913,105000,84,1,2,1
1,"0",0,0,2600,1700,107000,360,1,1,1
1,"0",1,0,4625,2857,111000,12,1,3,1
0,"0",1,0,4983,0,141000,360,1,3,1
1,"1",1,0,8333,4000,183212,360,1,3,1
1,"0",1,0,3667,2000,170000,360,1,2,1
1,"1",1,1,2895,0,95000,360,1,2,1
0,"0",1,0,645,3683,113000,480,1,1,1
1,"2",1,0,3166,2833,145000,360,1,3,1
0,"0",0,0,3271,0,90000,360,1,1,1
0,"0",1,0,3159,0,1e+05,360,1,2,1
1,"1",0,0,1792,2565,128000,360,1,3,1
1,"0",1,0,2666,0,84000,480,1,2,1
0,"0",1,0,6478,0,108000,360,1,2,1
1,"2",1,0,4865,5624,208000,360,1,2,1
1,"0",0,0,3814,1483,124000,300,1,2,1
1,"2",1,0,3510,4416,243000,360,1,1,1
1,"0",1,0,20833,6667,480000,360,1,3,1
1,"0",1,1,2479,3013,188000,360,1,3,1
0,"0",0,0,3808,0,83000,360,1,1,1
0,"1",1,0,13262,0,40000,360,1,3,1
1,"2",0,0,3729,0,117000,360,1,2,1
1,"2",1,0,4120,0,128000,360,1,1,1
1,"1",1,0,6065,2004,250000,360,1,2,1
1,"2",1,0,3283,2035,148000,360,1,3,1
1,"1",1,1,7500,0,75000,360,1,3,1
0,"0",1,1,14987,0,177000,360,1,1,1
1,"1",0,1,570,2125,68000,360,1,1,1
1,"3",1,0,3466,3428,150000,360,1,1,1
1,"2",1,0,2031,1632,113000,480,1,2,1
1,"2",0,0,2192,1742,45000,360,1,2,1
0,"0",1,0,2500,0,55000,360,1,2,1
1,"3",1,1,5677,1424,1e+05,360,1,1,1
1,"2",1,1,7948,7166,480000,360,1,1,1
1,"2",1,1,17500,0,4e+05,360,1,1,1
1,"0",1,0,3775,0,110000,360,1,2,1
1,"1",0,0,5285,1430,161000,360,0,2,1
1,"0",1,0,2600,700,96000,360,1,2,1
0,"2",0,0,2733,1083,180000,360,1,2,1
0,"1",0,0,2679,1302,94000,360,1,2,1
0,"0",0,0,6783,0,130000,360,1,2,1
1,"0",1,0,1025,5500,216000,360,1,1,1
1,"3",1,0,4281,0,1e+05,360,1,3,1
1,"2",1,1,7500,0,183000,360,1,1,1
0,"0",0,1,18165,0,125000,360,1,3,1
0,"0",0,0,2550,2042,126000,360,1,1,1
1,"0",1,0,6133,3906,324000,360,1,3,1
1,"2",0,0,3859,0,121000,360,1,1,1
0,"2",1,0,3617,0,107000,360,1,2,1
1,"3",1,0,6417,0,157000,180,1,1,1
1,"1",1,0,4608,2845,140000,180,1,2,1
1,"1",1,0,6825,0,162000,360,1,1,1
1,"0",1,0,3708,4700,132000,360,1,2,1
0,"0",1,0,5314,0,147000,360,1,3,1
0,"1",1,0,3652,0,95000,360,1,2,1
0,"0",1,0,2066,2108,104000,84,1,3,1
1,"1",0,0,2239,2524,128000,360,1,3,1
1,"0",0,0,3017,663,102000,360,1,2,1
1,"2",1,0,5000,0,149000,360,1,1,1
0,"0",1,0,3767,0,134000,300,1,3,1
1,"0",1,0,7859,879,165000,180,1,2,1
1,"0",1,0,2768,1950,155000,360,1,1,1
1,"0",1,0,4283,0,120000,360,1,1,1
0,"0",1,0,2526,1783,145000,360,1,1,1
0,"0",0,0,4768,0,125000,360,1,1,1
1,"0",1,0,2785,2016,110000,360,1,1,1
0,"0",1,0,3083,2738,120000,360,1,3,1
1,"1",1,0,2667,1542,148000,360,1,1,1
1,"1",0,0,2492,2375,136788,360,1,1,1
1,"1",1,0,3333,3250,158000,360,1,3,1
1,"0",0,0,1647,1762,181000,360,1,3,1
1,"3",1,0,3400,0,80000,120,1,3,1
0,"1",1,0,16000,5000,40000,360,1,2,1
1,"1",1,0,5468,1032,26000,360,1,2,1
1,"0",1,0,5333,0,90000,360,1,1,1
0,"0",1,0,2667,1625,84000,360,1,3,1
1,"3",1,1,10139,0,260000,360,1,2,1
1,"0",1,0,3887,2669,162000,360,1,2,1
1,"1",0,0,2600,618,122000,360,1,2,1
1,"0",1,0,4180,2306,182000,360,1,2,1
1,"2",1,0,5041,700,150000,360,1,3,1
1,"3",1,1,6958,1411,150000,360,1,1,1
1,"2",0,0,3675,242,108000,360,1,2,1
1,"1",1,1,19484,0,6e+05,360,1,2,1
1,"1",1,0,3500,1658,104000,360,1,2,1
1,"0",1,0,5923,2054,211000,360,1,1,1
0,"0",0,1,5800,0,132000,360,1,2,1
1,"0",1,0,5509,0,143000,360,1,1,1
1,"3",1,0,9699,0,3e+05,360,1,3,1
1,"1",0,0,3621,2717,171000,360,1,3,1
1,"0",0,0,4467,0,120000,360,1,1,1
0,"0",1,0,3333,0,70000,360,1,3,1
1,"1",1,0,3417,1750,186000,360,1,3,1
1,"0",1,0,4709,0,113000,360,1,2,1
1,"0",1,0,1516,1951,35000,360,1,2,1
0,"2",1,0,2400,0,46000,360,1,3,1
0,"0",0,0,3015,2000,145000,360,1,3,1
1,"2",1,0,16666,0,275000,360,1,3,1
1,"0",1,0,2292,1558,119000,360,1,3,1
1,"1",1,1,2360,3355,87000,240,1,1,1
1,"0",1,1,2623,4831,122000,180,1,2,1
0,"0",1,1,3972,4275,187000,360,1,1,1
1,"2",1,0,3159,461,108000,84,1,3,1
1,"3",0,0,3522,0,81000,180,1,1,1
1,"1",1,0,4700,0,80000,360,1,3,1
0,"0",1,0,3229,2739,110000,360,1,3,1
0,"0",1,0,6858,0,176000,360,1,1,1
1,"1",1,0,1782,2232,107000,360,1,1,1
1,"3",1,0,8334,0,260000,360,1,3,1
0,"0",0,0,2868,0,70000,360,1,3,1
0,"0",1,0,3182,2917,161000,360,1,3,1
1,"2",0,0,3418,1380,135000,360,1,3,1
1,"0",1,1,2500,296,137000,300,1,1,1
1,"2",1,0,6540,0,205000,360,1,2,1
1,"0",1,0,3166,0,36000,360,1,2,1
1,"2",1,0,8667,0,254000,360,1,1,1
0,"0",1,0,2283,15000,106000,360,1,1,1
1,"0",1,0,5817,910,109000,360,1,3,1
1,"0",1,0,2297,1522,104000,360,1,3,1
0,"0",0,0,2165,0,70000,360,1,2,1
1,"0",1,0,5119,3769,120000,360,1,1,1
0,"0",1,0,4750,0,94000,360,1,2,1
1,"0",1,0,3000,3416,56000,180,1,2,1
1,"3",1,0,7603,1213,197000,360,1,3,1
0,"3",1,1,9357,0,292000,360,1,2,1
1,"1",1,0,3791,1936,85000,360,1,3,1
1,"0",1,0,3859,3300,142000,180,1,1,1
1,"0",1,1,16120,0,260000,360,1,3,1
0,"0",0,0,3833,0,110000,360,1,1,1
1,"0",1,1,9963,0,180000,360,1,1,1
1,"2",1,0,5780,0,192000,360,1,3,1
1,"0",0,0,2894,2792,155000,360,1,1,1
0,"0",1,0,2500,0,60000,360,1,3,1
1,"3",1,0,5703,0,128000,360,1,3,1
1,"2",0,0,3132,0,76000,360,1,1,1
0,"0",1,0,3676,4301,172000,360,1,1,1
1,"1",1,0,12000,0,496000,360,1,2,1
1,"1",1,0,3400,2500,173000,360,1,2,1
0,"0",1,0,4000,2667,152000,360,1,2,1
1,"2",0,0,3987,1411,157000,360,1,1,1
1,"0",1,0,8550,4255,96000,360,1,3,1
1,"1",1,0,2269,2167,99000,360,1,2,1
1,"3",0,1,4009,1777,113000,360,1,3,1
1,"0",1,0,3232,1950,108000,360,1,1,1
1,"0",1,0,4158,709,115000,360,1,3,1
0,"0",1,0,2900,0,71000,360,1,1,1
1,"3",1,0,4106,0,40000,180,1,1,1
0,"0",1,0,3250,1993,126000,360,1,2,1
1,"1",1,0,8072,240,253000,360,1,3,1
1,"2",1,0,7583,0,187000,360,1,3,1
1,"0",1,0,5000,2393,158000,360,1,1,1
0,"0",1,1,9200,0,98000,180,1,1,1
